Seeding Density,ctrl,35k,35k,35k,35k,35k,35k,35k,30k,30k,30k,30k,30k,30k,30k,30k,25k,25k,25k,25k,25k,25k,25k,25k,20k,20k,20k,20k,20k,20k,20k,20k
2022-02-10 22:30:00+00:00,190.3206552,161.778,154.2048966,150.9176897,151.5842414,152.9534483,156.0847241,138.5846897,164.0494828,158.9375714,159.2109286,153.7106786,149.5816786,148.5606071,146.2719286,166.5045714,157.3643571,159.2888214,151.4437143,158.0338929,152.5915714,144.6830714,166.7425,171.0547857,169.3045,174.2645,165.6905714,166.9320714,149.6768966,159.2508276,136.5241034,168.7798929
2022-02-10 22:45:00+00:00,190.2592143,160.7292857,151.3423929,149.17025,148.8665714,150.2548929,152.4473571,132.5459286,161.3870714,157.1821379,153.6914138,150.6977931,144.1790345,144.733931,141.5306207,163.0746552,153.3730345,153.685069,148.1146552,153.5301034,145.4396552,135.0544643,165.9494483,165.6213214,166.0563571,170.9198929,160.9496071,163.0627857,148.6089286,152.84125,130.8383571,166.3988571
2022-02-10 23:00:00+00:00,190.1434138,161.5973929,151.5773214,147.8162759,148.7067241,151.0603571,153.5363571,135.1312143,161.9766429,156.9958929,156.6769286,151.38875,146.67975,151.1210714,144.7973214,165.3666429,155.9903214,158.2537143,153.0510357,156.1822857,151.0708214,142.8591034,168.4934286,169.2747586,168.7318276,173.0907586,164.2579655,165.7281724,155.9091379,160.7072069,131.8626897,167.3880345
2022-02-10 23:15:00+00:00,190.11275,159.8355517,148.6051379,146.2125357,145.9306786,147.3925172,150.0165862,129.3965172,159.6975172,155.2904828,150.4048929,147.8650345,142.025,147.8791724,139.6658621,161.5322414,151.4833571,152.5013214,146.9190357,151.4663929,143.7180357,145.8876429,166.7377857,163.4554643,166.0601429,169.4630714,159.2832857,161.6173214,152.7891071,157.3957143,126.3897857,165.3408929
2022-02-10 23:30:00+00:00,189.9578929,159.6016786,148.8965357,145.8905357,145.5455357,147.7938929,150.7892857,131.6499643,160.7640357,154.9609643,153.488069,148.9228571,145.1425714,151.1712857,143.4055,164.4858929,154.8981724,157.4906552,151.1021034,154.2374138,149.2558966,152.6842759,168.3172069,167.2990345,167.7685862,171.8241379,162.7509643,164.9781724,158.6149643,163.6518214,127.9524286,166.3924483
2022-02-10 23:45:00+00:00,189.8805862,156.7489655,145.8016207,144.2033793,143.4386897,144.127,147.527069,127.525931,157.7604483,153.7129643,146.3926071,145.2585714,140.23125,146.6705,137.7320357,160.5069643,150.3723214,152.1776429,144.1434643,149.4454286,141.5690357,148.7415714,165.7776429,161.1986071,165.5593929,167.97,157.6877586,160.843,154.0732414,158.4223448,122.6656897,164.2266429
2022-02-11 00:00:00+00:00,189.8377143,157.7836071,146.2248571,143.1515,143.5107143,145.9992857,148.3379286,129.25725,159.3434643,152.9191724,149.7513103,146.5345862,143.7923448,149.7212069,141.812069,163.422069,154.5607586,155.5103793,148.7383793,152.5187586,147.2111071,154.0653214,167.2069655,165.5899286,166.7016071,170.4583571,161.4080714,163.68275,157.5763214,161.8823929,124.56575,165.4923214
2022-02-11 00:15:00+00:00,189.8288276,154.5526429,143.1951786,142.3485172,141.36275,142.731,144.9281786,125.3202857,156.14225,152.0298214,147.8222857,142.7287143,138.5898929,145.9036429,135.7713929,159.7625,149.3691071,149.2221786,142.7731429,147.4480357,139.1636897,145.0956552,164.1809286,159.177,164.9901724,166.745931,156.2422759,159.7217241,152.6207586,156.8387241,119.2985862,163.1795517
2022-02-11 00:30:00+00:00,189.7573571,155.7839655,143.9782759,141.5294286,141.3736207,145.5516552,146.2426897,127.4485172,158.2059655,151.456069,154.6606071,144.4675172,142.6677586,148.9815862,140.3116897,162.0167586,153.6833929,153.5758929,148.6321429,150.8559643,144.7920714,146.1337143,166.3821429,163.9955357,166.096,169.2288571,160.0136071,162.68725,156.7283929,161.0430714,121.5704286,164.52775
2022-02-11 00:45:00+00:00,189.7347857,152.8880714,140.8682857,139.9977857,139.269,141.6375,142.2025,123.1698571,156.0306786,149.6735,150.1522759,140.5609643,137.377,144.2183929,133.8411786,158.93,147.9973103,147.7720345,140.6724828,145.6519655,136.3377586,136.6516207,162.8046207,157.2427586,164.2641379,165.3056552,154.5947857,158.7156786,151.4678571,155.5339643,116.22425,162.1565517
2022-02-11 01:00:00+00:00,189.6818276,154.0142069,141.7288276,140.0031724,139.5855172,143.2936207,144.2957931,126.0334483,157.6463929,150.4631786,153.5180357,142.8033214,141.952,148.3311786,138.7358214,161.4177143,152.2028214,151.6974643,145.5597143,149.0496429,142.0915357,144.1865,165.0725714,161.9655,165.2584286,167.9958214,158.7601034,161.6055862,155.7985517,159.742069,118.6792069,163.6421786
2022-02-11 01:15:00+00:00,189.70375,151.128,138.582,138.2127857,137.4546786,139.8288571,140.5929286,121.6241786,153.4945172,146.9722069,148.652,138.7861034,136.3082069,142.2938276,131.9985862,157.5625862,146.269069,145.832,138.9539655,143.7507241,133.2299643,139.4932143,161.643931,155.1528214,162.9174286,163.8768929,153.1934643,157.547,150.1378571,154.1731786,113.3948214,161.0754643
2022-02-11 01:30:00+00:00,189.5972414,151.9751429,139.6972143,138.387931,137.7365,141.0062857,142.2231071,124.8693214,155.1070357,149.09525,152.24675,141.2209643,140.97425,147.2188571,136.9711071,160.6982857,150.7493571,150.1708214,144.9008214,147.1153929,138.9723103,149.049931,163.8128214,159.0448966,164.3165172,166.7267586,157.3965517,160.6348276,154.7053793,158.6514483,116.1525862,162.6147241
2022-02-11 01:45:00+00:00,189.598,148.8694483,136.3561034,136.5761786,135.5537931,137.8352069,138.4566552,120.624931,151.5261724,146.9064828,147.3481071,136.8056207,134.8041034,140.4646207,129.7997931,156.4223448,144.5542143,143.8361786,137.908,141.4351429,129.9713571,142.4823214,158.3589286,151.0079643,161.9527143,162.4673929,151.58025,156.3458214,148.5366071,152.7126786,110.7321071,159.9615357
2022-02-11 02:00:00+00:00,189.5870714,150.1515,137.6218571,136.5212143,136.1899286,139.3321429,140.5170714,123.7904286,156.3906786,147.44175,150.8611724,139.7368929,139.7106429,145.8262143,135.1117143,159.8281071,149.1254483,148.3445517,143.9405172,145.4217931,135.8168621,149.0340345,161.1111379,157.3964483,163.3284138,165.4929655,156.1820357,159.5394286,153.4201071,157.4448214,113.8748214,161.6807586
2022-02-11 02:15:00+00:00,189.628,146.9148571,134.2701724,135.5245862,133.7883103,135.6517931,136.3066897,119.1768966,159.1919286,144.9270357,146.0120357,134.8607143,132.9426071,138.5485714,127.522,155.1696071,142.9556786,141.9087857,136.7396429,139.3813214,126.5735,140.5162143,155.8091786,148.9361429,160.8766071,161.0230357,150.1045862,155.1655517,147.0002414,151.3008966,108.2888276,158.7833571
2022-02-11 02:30:00+00:00,189.5570357,146.6188276,135.9294643,134.9774643,135.0341429,137.7345,139.1929643,123.8669643,162.3278621,145.9751724,149.7845517,137.9043448,137.9513103,144.1400345,133.0435517,158.8766897,147.6356897,146.6195,143.0454828,143.5773103,132.8850714,148.3232857,157.1157931,155.4141071,162.1720357,164.1871429,154.76825,158.4134286,152.0068929,156.0145,111.5786071,160.457
2022-02-11 02:45:00+00:00,189.5706552,144.4493571,132.4223571,134.2871429,132.6014286,133.6385714,134.9911429,116.8499643,160.7342857,143.1546071,144.9193929,132.8523571,131.1105,136.7982857,125.3665714,154.0451786,141.8334643,139.9328276,135.5086786,137.0796786,123.5947241,139.2280345,152.9192143,146.9913448,159.8416552,159.5745862,148.4616552,153.7546207,145.2788621,149.4736552,105.7926207,157.3113448
2022-02-11 03:00:00+00:00,189.5024643,146.997,134.5668276,134.545931,134.2767241,136.5053793,138.0677586,123.6925862,161.253069,144.947931,149.1409643,136.1304138,136.5196552,142.4493448,131.3893214,157.9786429,146.6073214,144.9644286,142.3458929,141.2453929,130.1453571,145.9148571,155.7455714,153.662,160.9938929,162.8944286,153.3166786,157.2010357,150.5721786,154.5321786,109.1513571,159.0532143
2022-02-11 03:15:00+00:00,189.5532857,141.7902857,131.3125714,133.0634643,132.2012857,132.6410357,134.3160357,117.1458571,158.1860357,141.4467857,143.6805172,130.976,129.6776071,135.4691071,123.8981724,153.1214828,141.2976207,137.7507241,134.5925862,135.2983793,120.4887586,138.4272759,151.107931,144.3182414,158.3887931,157.8907857,146.5041429,152.2115,143.3893571,147.4197857,102.9525357,155.7083103
2022-02-11 03:30:00+00:00,189.5351379,143.9988214,133.6910345,133.6855172,133.9988621,135.6337931,137.5793103,122.7985862,160.0907143,144.20625,148.8809286,134.4589643,135.42625,140.7962143,129.9950357,156.8900357,146.6567143,143.2448214,141.4986786,139.8155714,127.6772143,144.1013571,154.5543214,150.9515714,159.9846429,161.2609655,151.579931,155.8332414,148.8450345,152.6771034,106.9686552,157.63075
2022-02-11 03:45:00+00:00,189.5397143,141.1413793,130.5758214,133.0844643,132.1613214,131.6003214,133.9584643,117.2351071,156.6565172,141.0935862,142.9642069,129.5651379,128.8554483,135.086931,122.6130345,152.1197586,143.752931,135.7929286,133.5440345,132.8050357,117.6622857,134.8011786,149.7145172,142.02875,157.0010714,155.9936071,144.4733929,150.6266429,141.2871786,145.1392143,102.6729286,154.0635
2022-02-11 04:00:00+00:00,189.513,144.5191429,133.2939643,133.4450714,133.8813929,134.6431071,137.3006429,121.8860357,158.9675357,144.0628929,148.7966429,133.1763571,134.7065714,139.3548929,129.1101786,155.7951786,147.5058214,141.5129655,140.7239643,139.2127241,125.6278966,142.8545862,152.84425,147.7853448,158.4817586,159.6178621,149.8284138,154.4195862,147.1841724,150.8262759,110.1247241,155.986
2022-02-11 04:15:00+00:00,189.505931,140.3300345,130.1104483,132.1997241,132.0740345,133.1406207,133.630931,116.6207931,155.8127586,141.5665862,142.7205,128.4327931,128.3129655,134.6725517,121.6071429,151.4855,143.7236786,134.0428571,133.6106071,131.9764643,115.6629643,132.00025,147.7279643,138.5482857,155.3173929,154.0206071,142.11425,148.8008214,139.1810714,142.8094643,104.7715714,152.1007857
2022-02-11 04:30:00+00:00,189.4535,144.2439286,132.8035714,132.9986071,133.4708214,134.4401071,137.0251786,120.6739643,158.8961786,142.1816786,148.6097931,132.2575,134.1648571,138.1195714,127.9890345,154.5511034,147.1613448,140.3995517,142.093931,136.6057241,124.3605172,138.6498966,150.5598966,145.9777586,157.0855714,157.9211429,147.9041071,152.84625,145.4156429,148.9540357,109.31825,154.1608966
2022-02-11 04:45:00+00:00,189.4601724,140.2220714,129.6093103,132.3574828,131.4999655,131.391,133.3022143,113.6542414,155.6519643,141.5763571,142.6338929,127.4931429,127.7165357,133.5145714,120.5898214,151.3164286,143.1195,132.8743214,133.5240714,130.0143571,114.2955714,131.6131786,145.4115,135.6817143,153.4288276,152.0427586,139.8507586,147.0653103,137.123069,140.5435862,102.4567586,150.0086429
2022-02-11 05:00:00+00:00,189.4293929,143.5666897,132.3178929,132.9739643,132.7934286,134.21575,136.3653793,120.7548929,158.7246897,143.9877241,148.1717931,131.3235862,133.4518966,138.3893793,126.9694483,153.500069,146.7658621,139.6726071,141.0493793,137.253,123.7069643,137.5248214,147.5525517,142.9162857,155.3529643,155.8362857,145.6705714,151.1961786,143.6804286,146.9059286,107.3278214,152.4093571
2022-02-11 05:15:00+00:00,189.42425,139.8418214,128.924,131.7024286,131.3596429,129.7829286,132.7975714,113.50675,155.356,141.9652857,142.2045,126.6149286,127.2243929,131.8498214,119.4545,150.7931786,142.7715714,132.3824138,133.22875,129.8847241,113.6837586,124.687931,141.9708571,132.9191724,151.5531724,149.7297586,137.4079655,145.1044483,135.1355862,138.1720345,100.2433793,148.811
2022-02-11 05:30:00+00:00,189.3763793,142.2163103,131.6685517,131.4393103,131.8772759,132.6997241,135.8621379,118.3625517,159.0968276,142.8183103,148.1501429,130.5021379,132.8088966,138.4402857,125.8407143,152.9435714,146.6384643,139.1854286,141.4626429,134.1603571,123.5084286,129.1701071,144.3816071,142.1291786,153.4277143,153.9936786,143.8669643,149.6885,142.193,145.1398929,106.1555357,155.9796429
2022-02-11 05:45:00+00:00,189.4871786,137.4544286,128.1475714,130.9565357,129.6380714,129.5711429,132.3022857,112.4248214,155.9320357,138.9203571,142.0256207,125.6248214,126.4528571,130.4110345,118.214069,149.5806552,142.6505517,131.8322069,133.9935517,128.952,113.2561379,116.9704828,139.3981724,130.1531724,149.4779643,147.7606071,135.3261786,143.3497143,133.5788571,136.3352857,98.1935,155.9495172
2022-02-11 06:00:00+00:00,189.4081724,141.0353214,130.9258621,131.9306552,132.0512414,132.9497931,134.5751786,117.3132759,159.26675,143.2008571,147.7156071,129.6051429,132.0558929,137.0790714,124.3954643,153.4211429,146.2505,138.7184286,140.2361786,134.6454643,123.4321786,131.0186071,142.086,140.3563571,151.3873793,152.3447931,142.094,148.164931,141.0398966,143.6659655,104.8431034,158.9318214
2022-02-11 06:15:00+00:00,189.4048929,135.2705172,127.1073929,130.7458214,128.7355357,129.3617143,131.1442414,108.9188214,155.7251379,140.5525862,141.5527586,124.6852414,125.6292759,130.8248276,116.5032069,148.1692759,142.6739655,131.1559643,133.0443571,127.9228929,112.611,124.7784286,137.5452414,129.5199643,147.2212857,145.9286786,133.7748929,141.8331786,132.5646429,135.0256071,97.03917857,155.1148571
2022-02-11 06:30:00+00:00,189.3821071,139.0265357,129.9593929,131.3607143,131.845,132.2023214,133.6713929,117.1665,158.7681071,142.8584643,147.1370357,128.5006071,130.9618571,134.7259643,122.6908214,152.8209643,146.6098214,138.0171724,140.3065862,133.4143103,122.7484483,131.7021034,140.695,139.3757931,149.6694138,151.0834828,141.0431379,147.131,140.2715862,142.7714828,103.6095357,157.4661724
2022-02-11 06:45:00+00:00,189.3986552,133.1848966,126.1941034,129.7388276,127.8631724,128.47,128.7641724,109.7646897,156.221931,138.7373448,140.6746071,123.2946207,124.1097586,130.09075,114.5001429,147.6831071,142.1031786,130.4839286,132.2117857,128.0774286,111.8178214,115.7262143,136.2565,127.7182857,145.3188929,144.9579286,132.6356071,140.7900714,131.8775714,134.1638571,96.87827586,153.5305714
2022-02-11 07:00:00+00:00,189.31225,136.4666429,128.89725,130.0733929,129.4558214,131.0932857,133.2414286,114.3631786,158.0186429,142.4022857,145.9913448,127.0657143,129.3347857,133.8023103,120.5648276,151.1273448,145.9898621,137.468,139.5971724,132.7248621,121.9928966,122.2048621,139.5703793,138.4255517,147.8936786,150.2815357,140.1643571,146.3231786,139.7661071,142.1242857,102.13625,156.297
2022-02-11 07:15:00+00:00,189.326069,129.3581429,124.7632857,127.8845517,126.1308621,127.4483103,127.4504643,107.7227586,156.5012857,137.0911786,139.8031071,121.5728214,122.1216429,127.4321071,112.2088214,147.7944643,140.8284643,129.4794286,132.6427143,124.8176429,110.6326429,113.6833214,135.3259643,128.2347143,143.7241379,144.2353448,132.063,140.1788276,131.4902414,133.7741379,96.21206897,152.5153103
2022-02-11 07:30:00+00:00,189.2891786,135.6025517,127.6507931,128.7120714,128.4993214,130.1367143,132.4713793,114.9046786,157.7149655,141.1472069,145.3791379,125.5512069,127.2383448,134.0686552,118.6004828,149.3226552,145.3591034,136.7307857,138.2279286,132.6282857,121.0313929,125.7939643,138.8867241,138.0049643,146.4347143,149.78275,139.72825,145.8230714,139.2751071,141.7011071,101.5831429,154.766
2022-02-11 07:45:00+00:00,189.3243571,137.5943571,123.5105,126.3763571,125.3426786,126.2703214,126.2657857,106.4824643,155.9961786,136.2125,138.7056071,119.9025357,120.0205357,124.8480714,110.0536071,145.42525,140.5835,128.702931,130.3831379,125.4995862,109.6050345,116.8641724,134.6863929,126.6756207,142.3660345,143.9195172,131.4335862,139.6778621,130.8604643,133.2669655,94.79678571,152.57
2022-02-11 08:00:00+00:00,189.3012069,141.869931,126.512931,127.2337241,127.3565517,129.1916897,130.2665862,113.0323448,157.1899655,139.9190345,144.8203571,124.0137586,125.0820357,132.8098929,116.7456071,149.7842143,144.1866071,135.8077143,138.2281071,129.2641071,119.7588571,129.2593214,138.0500357,137.0598929,145.3434643,149.2563571,139.1828214,145.4365714,138.7795862,141.2849286,101.7577931,154.65325
2022-02-11 08:15:00+00:00,189.2783571,137.9647857,122.1337143,124.6289643,124.1053214,124.5118929,125.3626429,106.2554286,154.1164286,135.07775,137.8852414,117.9591786,118.5875172,123.8734828,107.9966207,143.5916552,140.0427931,127.3450345,130.459,121.329931,107.8503793,120.3916897,133.9793103,126.9337931,141.0472857,143.1569643,130.5128929,139.1083929,130.3445357,132.5742857,94.08732143,152.34975
2022-02-11 08:30:00+00:00,189.265931,141.2263214,125.318,126.6518276,126.3612759,127.9094828,129.0104643,112.2023214,156.447,138.1823929,144.1011786,122.3874286,126.913,130.1619643,114.7717857,147.3894643,143.7765714,134.6991429,137.1206071,128.97475,118.2735,130.8848571,137.3355714,137.1127857,144.5936207,148.7984483,138.3827931,144.9279655,138.2025172,140.6759655,101.1183793,154.7432759
2022-02-11 08:45:00+00:00,189.3025714,135.4731379,121.3193448,124.2170357,122.4252857,123.4743929,123.529931,103.674,153.887,134.368069,136.065,116.4678621,127.5618276,122.4377586,106.082,143.8848966,138.8197857,125.9302143,127.61325,119.6202857,105.8389286,118.6022143,133.4095172,124.6120357,139.4765357,142.8106786,129.8388929,138.7016786,129.7004286,131.9930714,94.15478571,151.53575
2022-02-11 09:00:00+00:00,189.1937857,139.6120357,124.2588929,125.8262143,125.359,126.4763214,128.1497857,112.4075357,155.91,136.1976071,143.1549286,120.8878571,133.56475,128.80575,112.8847857,145.0678214,143.1003793,133.2892414,135.7657931,125.9126897,116.3932069,130.1855172,136.785,135.4055862,143.8781379,148.2219655,137.7301379,144.4999655,137.6925357,140.0151034,99.95064286,153.6784828
2022-02-11 09:15:00+00:00,189.2275517,134.0531724,120.0743448,124.1934138,122.4421724,122.3035862,122.3218621,104.6824138,152.6917241,131.9475862,137.4908929,114.9607586,127.5644286,119.9748929,104.1643929,139.5984286,137.8268214,124.2469286,127.6140714,116.38425,103.8110357,118.3099643,132.6139643,124.4983214,137.6586786,142.4081429,129.2508571,138.4944643,129.1523103,131.5257143,92.94817241,150.7144643
2022-02-11 09:30:00+00:00,189.2126429,136.3946071,123.2354286,125.7130357,124.3716786,125.1978929,125.447,109.9540357,155.0923929,134.9488929,141.8648966,119.5044643,133.8992759,127.2021724,111.1739655,143.894069,141.8984138,132.0943793,134.2616552,125.7551379,114.6471379,128.442931,135.8954138,135.1929643,142.7436786,147.8170714,137.0506786,144.10575,137.0089286,139.4226786,100.3036071,153.7421786
