device,2102-NS32-0704-AA5O
1.77611,99.445
1.79278,99.443
1.80944,99.443
1.82611,99.445
1.84278,99.444
1.85944,99.445
1.87611,99.444
1.89278,99.443
1.90944,99.441
1.92611,99.44
1.94278,99.441
1.95944,99.443
1.97611,99.445
1.99278,99.445
2.00944,99.444
2.02611,99.443
2.04278,99.445
2.05944,99.445
2.07611,99.445
2.09278,99.447
2.10944,99.448
2.12611,99.449
2.14278,99.45
2.15944,99.451
2.17611,99.449
2.19278,99.451
2.20944,99.454
2.22611,99.4565
2.24278,99.462
2.25944,99.464
2.27611,99.467
2.29278,99.466
2.30944,99.465
2.32611,99.463
2.34278,99.462
2.35944,99.461
2.37611,99.462
2.39278,99.463
2.40944,99.466
2.42611,99.467
2.44278,99.47
2.45944,99.471
2.47611,99.471
2.49278,99.469
2.50944,99.467
2.52611,99.466
2.54278,99.464
2.55944,99.464
2.57611,99.464
2.59278,99.462
2.60944,99.463
2.62611,99.465
2.64278,99.467
2.65944,99.47
2.67611,99.473
2.69278,99.472
2.70944,99.471
2.72611,99.47
2.74278,99.466
2.75944,99.464
2.77611,99.463
2.79278,99.463
2.80944,99.465
2.82611,99.468
2.84278,99.471
2.85944,99.474
2.87611,99.475
2.89278,99.475
2.90944,99.475
2.92611,99.476
2.94278,99.475
2.95944,99.475
2.97611,99.475
2.99278,99.475
3.00944,99.474
3.02611,99.474
3.04278,99.477
3.05944,99.478
3.07611,99.477
3.09278,99.475
3.10944,99.475
3.12611,99.475
3.14278,99.475
3.15944,99.472
3.17611,99.47
3.19278,99.47
3.20944,99.468
3.22611,99.469
3.24278,99.471
3.25944,99.471
3.27611,99.471
3.29278,99.472
3.30944,99.47
3.32611,99.471
3.34278,99.468
3.35944,99.467
3.37611,99.464
3.39278,99.46
3.40944,99.458
3.42611,99.455
3.44278,99.452
3.45944,99.451
3.47611,99.451
3.49278,99.449
3.50944,99.449
3.52611,99.448
3.54278,99.448
3.55944,99.446
3.57611,99.445
3.59278,99.444
3.60944,99.443
3.62611,99.443
3.64278,99.442
3.65944,99.443
3.67611,99.443
3.69278,99.444
3.70944,99.443
3.72611,99.444
3.74278,99.445
3.75944,99.447
3.77611,99.448
3.79278,99.449
3.80944,99.451
3.82611,99.454
3.84278,99.455
3.85944,99.457
3.87611,99.456
3.89278,99.454
3.90944,99.451
3.92611,99.45
3.94278,99.447
3.95944,99.446
3.97611,99.447
3.99278,99.446
4.00944,99.445
4.02611,99.445
4.04278,99.444
4.05944,99.442
4.07611,99.439
4.09278,99.434
4.10944,99.431
4.12611,99.428
4.14278,99.426
4.15944,99.425
4.17611,99.423
4.19278,99.422
4.20944,99.419
4.22611,99.417
4.24278,99.418
4.25944,99.419
4.27611,99.419
4.29278,99.418
4.30944,99.416
4.32611,99.41
4.34278,99.405
4.35944,99.401
4.37611,99.397
4.39278,99.393
4.40944,99.39
4.42611,99.388
4.44278,99.388
4.45944,99.388
4.47611,99.388
4.49278,99.389
4.50944,99.391
4.52611,99.392
4.54278,99.393
4.55944,99.396
4.57611,99.398
4.59278,99.399
4.60944,99.4
4.62611,99.399
4.64278,99.401
4.65944,99.401
4.67611,99.402
4.69278,99.402
4.70944,99.402
4.72611,99.403
4.74278,99.404
4.75944,99.404
4.77611,99.403
4.79278,99.4
4.80944,99.397
4.82611,99.394
4.84278,99.394
4.85944,99.394
4.87611,99.392
4.89278,99.393
4.90944,99.392
4.92611,99.39
4.94278,99.389
4.95944,99.388
4.97611,99.387
4.99278,99.386
5.00944,99.385
5.02611,99.383
5.04278,99.383
5.05944,99.379
5.07611,99.381
5.09278,99.383
5.10944,99.382
5.12611,99.381
5.14278,99.379
5.15944,99.377
5.17611,99.375
5.19278,99.374
5.20944,99.371
5.22611,99.369
5.24278,99.369
5.25944,99.369
5.27611,99.3725
5.29278,99.373
5.30944,99.374
5.32611,99.373
5.34278,99.37
5.35944,99.367
5.37611,99.364
5.39278,99.361
5.40944,99.362
5.42611,99.361
5.44278,99.361
5.45944,99.362
5.47611,99.363
5.49278,99.362
5.50944,99.361
5.52611,99.361
5.54278,99.361
5.55944,99.359
5.57611,99.356
5.59278,99.356
5.60944,99.355
5.62611,99.354
5.64278,99.353
5.65944,99.351
5.67611,99.35
5.69278,99.349
5.70944,99.349
5.72611,99.346
5.74278,99.343
5.75944,99.34
5.77611,99.339
5.79278,99.339
5.80944,99.337
5.82611,99.34
5.84278,99.338
5.85944,99.338
5.87611,99.338
5.89278,99.338
5.90944,99.338
5.92611,99.338
5.94278,99.339
5.95944,99.339
5.97611,99.339
5.99278,99.34
6.00944,99.342
6.02611,99.344
6.04278,99.345
6.05944,99.345
6.07611,99.346
6.09278,99.347
6.10944,99.349
6.12611,99.349
6.14278,99.351
6.15944,99.353
6.17611,99.356
6.19278,99.357
6.20944,99.36
6.22611,99.36
6.24278,99.361
6.25944,99.36
6.27611,99.362
6.29278,99.361
6.30944,99.36
6.32611,99.361
6.34278,99.363
6.35944,99.365
6.37611,99.365
6.39278,99.37
6.40944,99.371
6.42611,99.373
6.44278,99.373
6.45944,99.374
6.47611,99.373
6.49278,99.372
6.50944,99.37
6.52611,99.368
6.54278,99.368
6.55944,99.369
6.57611,99.373
6.59278,99.376
6.60944,99.378
6.62611,99.38
6.64278,99.383
6.65944,99.385
6.67611,99.386
6.69278,99.386
6.70944,99.385
6.72611,99.384
6.74278,99.384
6.75944,99.383
6.77611,99.383
6.79278,99.383
6.80944,99.383
6.82611,99.385
6.84278,99.386
6.85944,99.387
6.87611,99.39
6.89278,99.392
6.90944,99.392
6.92611,99.39
6.94278,99.391
6.95944,99.39
6.97611,99.391
6.99278,99.392
7.00944,99.394
7.02611,99.394
7.04278,99.396
7.05944,99.399
7.07611,99.403
7.09278,99.402
7.10944,99.403
7.12611,99.402
7.14278,99.403
7.15944,99.404
7.17611,99.405
7.19278,99.407
7.20944,99.407
7.22611,99.41
7.24278,99.41
7.25944,99.413
7.27611,99.415
7.29278,99.417
7.30944,99.416
7.32611,99.415
7.34278,99.415
7.35944,99.417
7.37611,99.418
7.39278,99.419
7.40944,99.422
7.42611,99.423
7.44278,99.424
7.45944,99.426
7.47611,99.429
7.49278,99.429
7.50944,99.428
7.52611,99.427
7.54278,99.427
7.55944,99.43
7.57611,99.432
7.59278,99.435
7.60944,99.435
7.62611,99.436
7.64278,99.436
7.65944,99.435
7.67611,99.435
7.69278,99.436
7.70944,99.438
7.72611,99.442
7.74278,99.445
7.75944,99.445
7.77611,99.447
7.79278,99.446
7.80944,99.448
7.82611,99.449
7.84278,99.451
7.85944,99.453
7.87611,99.459
7.89278,99.463
7.90944,99.464
7.92611,99.465
7.94278,99.465
7.95944,99.463
7.97611,99.462
7.99278,99.462
8.00944,99.461
8.02611,99.46
8.04278,99.458
8.05944,99.459
8.07611,99.458
8.09278,99.46
8.10944,99.461
8.12611,99.462
8.14278,99.462
8.15944,99.459
8.17611,99.459
8.19278,99.459
8.20944,99.458
8.22611,99.458
8.24278,99.458
8.25944,99.46
8.27611,99.463
8.29278,99.465
8.30944,99.466
8.32611,99.468
8.34278,99.47
8.35944,99.472
8.37611,99.476
8.39278,99.478
8.40944,99.481
8.42611,99.483
8.44278,99.484
8.45944,99.486
8.47611,99.485
8.49278,99.485
8.50944,99.485
8.52611,99.483
8.54278,99.484
8.55944,99.484
8.57611,99.484
8.59278,99.486
8.60944,99.484
8.62611,99.483
8.64278,99.483
8.65944,99.484
8.67611,99.485
8.69278,99.488
8.70944,99.49
8.72611,99.4945
8.74278,99.502
8.75944,99.504
8.77611,99.506
8.79278,99.506
8.80944,99.507
8.82611,99.506
8.84278,99.508
8.85944,99.509
8.87611,99.509
8.89278,99.509
8.90944,99.509
8.92611,99.511
8.94278,99.512
8.95944,99.514
8.97611,99.515
8.99278,99.516
9.00944,99.517
9.02611,99.518
9.04278,99.519
9.05944,99.52
9.07611,99.522
9.09278,99.521
9.10944,99.525
9.12611,99.525
9.14278,99.528
9.15944,99.531
9.17611,99.533
9.19278,99.534
9.20944,99.537
9.22611,99.542
9.24278,99.544
9.25944,99.546
9.27611,99.548
9.29278,99.549
9.30944,99.551
9.32611,99.552
9.34278,99.554
9.35944,99.556
9.37611,99.558
9.39278,99.559
9.40944,99.561
9.42611,99.562
9.44278,99.565
9.45944,99.57
9.47611,99.575
9.49278,99.58
9.50944,99.58
9.52611,99.58
9.54278,99.583
9.55944,99.585
9.57611,99.587
9.59278,99.588
9.60944,99.589
9.62611,99.589
9.64278,99.588
9.65944,99.587
9.67611,99.586
9.69278,99.585
9.70944,99.586
9.72611,99.587
9.74278,99.586
9.75944,99.587
9.77611,99.587
9.79278,99.587
9.80944,99.587
9.82611,99.585
9.84278,99.584
9.85944,99.583
9.87611,99.582
9.89278,99.581
9.90944,99.58
9.92611,99.582
9.94278,99.582
9.95944,99.583
9.97611,99.585
9.99278,99.582
10.00944,99.581
10.02611,99.581
10.04278,99.579
10.05944,99.577
10.07611,99.578
10.09278,99.58
10.10944,99.58
10.12611,99.58
10.14278,99.58
10.15944,99.576
10.17611,99.575
10.19278,99.577
10.20944,99.576
10.22611,99.575
10.24278,99.574
10.25944,99.574
10.27611,99.574
10.29278,99.577
10.30944,99.578
10.32611,99.582
10.34278,99.579
10.35944,99.576
10.37611,99.578
10.39278,99.579
10.40944,99.579
10.42611,99.581
10.44278,99.581
10.45944,99.581
10.47611,99.581
10.49278,99.58
10.50944,99.582
10.52611,99.578
10.54278,99.574
10.55944,99.574
10.57611,99.576
10.59278,99.578
10.60944,99.58
10.62611,99.579
10.64278,99.577
10.65944,99.576
10.67611,99.575
10.69278,99.576
10.70944,99.576
10.72611,99.574
10.74278,99.573
10.75944,99.574
10.77611,99.572
10.79278,99.57
10.80944,99.57
10.82611,99.569
10.84278,99.566
10.85944,99.566
10.87611,99.566
10.89278,99.569
10.90944,99.569
10.92611,99.57
10.94278,99.572
10.95944,99.573
10.97611,99.574
10.99278,99.576
11.00944,99.575
11.02611,99.572
11.04278,99.572
11.05944,99.57
11.07611,99.568
11.09278,99.568
11.10944,99.568
11.12611,99.566
11.14278,99.563
11.15944,99.561
11.17611,99.559
11.19278,99.557
11.20944,99.555
11.22611,99.554
11.24278,99.552
11.25944,99.551
11.27611,99.549
11.29278,99.546
11.30944,99.545
11.32611,99.544
11.34278,99.543
11.35944,99.543
11.37611,99.542
11.39278,99.543
11.40944,99.545
11.42611,99.544
11.44278,99.545
11.45944,99.543
11.47611,99.543
11.49278,99.543
11.50944,99.542
11.52611,99.542
11.54278,99.543
11.55944,99.543
11.57611,99.545
11.59278,99.543
11.60944,99.542
11.62611,99.541
11.64278,99.54
11.65944,99.54
11.67611,99.54
11.69278,99.541
11.70944,99.544
11.72611,99.544
11.74278,99.544
11.75944,99.542
11.77611,99.542
11.79278,99.54
11.80944,99.537
11.82611,99.538
11.84278,99.538
11.85944,99.54
11.87611,99.543
11.89278,99.545
11.90944,99.547
11.92611,99.549
11.94278,99.547
11.95944,99.546
11.97611,99.544
11.99278,99.543
12.00944,99.543
12.02611,99.543
12.04278,99.543
12.05944,99.544
12.07611,99.546
12.09278,99.548
12.10944,99.549
12.12611,99.549
12.14278,99.55
12.15944,99.551
12.17611,99.553
12.19278,99.555
12.20944,99.557
12.22611,99.559
12.24278,99.561
12.25944,99.562
12.27611,99.563
12.29278,99.562
12.30944,99.561
12.32611,99.562
12.34278,99.562
12.35944,99.562
12.37611,99.564
12.39278,99.564
12.40944,99.566
12.42611,99.564
12.44278,99.564
12.45944,99.564
12.47611,99.562
12.49278,99.56
12.50944,99.559
12.52611,99.556
12.54278,99.556
12.55944,99.554
12.57611,99.554
12.59278,99.554
12.60944,99.552
12.62611,99.553
12.64278,99.555
12.65944,99.557
12.67611,99.557
12.69278,99.559
12.70944,99.56
12.72611,99.562
12.74278,99.563
12.75944,99.567
12.77611,99.568
12.79278,99.569
12.80944,99.569
12.82611,99.57
12.84278,99.569
12.85944,99.567
12.87611,99.565
12.89278,99.564
12.90944,99.562
12.92611,99.562
12.94278,99.563
12.95944,99.562
12.97611,99.563
12.99278,99.561
13.00944,99.56
13.02611,99.56
13.04278,99.558
13.05944,99.558
13.07611,99.558
13.09278,99.557
13.10944,99.556
13.12611,99.554
13.14278,99.553
13.15944,99.552
13.17611,99.551
13.19278,99.551
13.20944,99.55
13.22611,99.55
13.24278,99.55
13.25944,99.55
13.27611,99.551
13.29278,99.55
13.30944,99.55
13.32611,99.551
13.34278,99.553
13.35944,99.553
13.37611,99.553
13.39278,99.553
13.40944,99.553
13.42611,99.554
13.44278,99.554
13.45944,99.553
13.47611,99.552
13.49278,99.554
13.50944,99.554
13.52611,99.554
13.54278,99.557
13.55944,99.557
13.57611,99.556
13.59278,99.557
13.60944,99.556
13.62611,99.556
13.64278,99.555
13.65944,99.552
13.67611,99.548
13.69278,99.545
13.70944,99.542
13.72611,99.542
13.74278,99.542
13.75944,99.541
13.77611,99.541
13.79278,99.543
13.80944,99.543
13.82611,99.543
13.84278,99.541
13.85944,99.542
13.87611,99.538
13.89278,99.537
13.90944,99.536
13.92611,99.535
13.94278,99.533
13.95944,99.531
13.97611,99.529
13.99278,99.525
14.00944,99.523
14.02611,99.519
14.04278,99.518
14.05944,99.516
14.07611,99.517
14.09278,99.518
14.10944,99.519
14.12611,99.52
14.14278,99.52
14.15944,99.517
14.17611,99.515
14.19278,99.511
14.20944,99.509
14.22611,99.507
14.24278,99.505
14.25944,99.5
14.27611,99.499
14.29278,99.495
14.30944,99.495
14.32611,99.494
14.34278,99.491
14.35944,99.488
14.37611,99.487
14.39278,99.488
14.40944,99.488
14.42611,99.488
14.44278,99.489
14.45944,99.492
14.47611,99.491
14.49278,99.491
14.50944,99.492
14.52611,99.491
14.54278,99.487
14.55944,99.487
14.57611,99.486
14.59278,99.487
14.60944,99.486
14.62611,99.482
14.64278,99.479
14.65944,99.477
14.67611,99.476
14.69278,99.476
14.70944,99.474
14.72611,99.473
14.74278,99.474
14.75944,99.475
14.77611,99.476
14.79278,99.477
14.80944,99.475
14.82611,99.473
14.84278,99.471
14.85944,99.47
14.87611,99.467
14.89278,99.464
14.90944,99.46
14.92611,99.459
14.94278,99.459
14.95944,99.458
14.97611,99.458
14.99278,99.455
15.00944,99.453
15.02611,99.453
15.04278,99.453
15.05944,99.449
15.07611,99.447
15.09278,99.445
15.10944,99.443
15.12611,99.444
15.14278,99.441
15.15944,99.44
15.17611,99.442
15.19278,99.442
15.20944,99.442
15.22611,99.44
15.24278,99.439
15.25944,99.44
15.27611,99.437
15.29278,99.435
15.30944,99.432
15.32611,99.43
15.34278,99.429
15.35944,99.426
15.37611,99.424
15.39278,99.421
15.40944,99.418
15.42611,99.414
15.44278,99.411
15.45944,99.41
15.47611,99.409
15.49278,99.41
15.50944,99.411
15.52611,99.412
15.54278,99.41
15.55944,99.41
15.57611,99.407
15.59278,99.406
15.60944,99.404
15.62611,99.404
15.64278,99.403
15.65944,99.404
15.67611,99.404
15.69278,99.403
15.70944,99.401
15.72611,99.397
15.74278,99.393
15.75944,99.389
15.77611,99.386
15.79278,99.381
15.80944,99.377
15.82611,99.373
15.84278,99.372
15.85944,99.37049999999999
15.87611,99.372
15.89278,99.372
15.90944,99.37
15.92611,99.371
15.94278,99.368
15.95944,99.367
15.97611,99.363
15.99278,99.361
16.00944,99.359
16.02611,99.358
16.04278,99.356
16.05944,99.355
16.07611,99.358
16.09278,99.357
16.10944,99.358
16.12611,99.356
16.14278,99.354
16.15944,99.352
16.17611,99.35
16.19278,99.345
16.20944,99.343
16.22611,99.344
16.24278,99.344
16.25944,99.343
16.27611,99.342
16.29278,99.342
16.30944,99.341
16.32611,99.341
16.34278,99.342
16.35944,99.34
16.37611,99.335
16.39278,99.333
16.40944,99.331
16.42611,99.329
16.44278,99.329
16.45944,99.33
16.47611,99.328
16.49278,99.326
16.50944,99.324
16.52611,99.322
16.54278,99.32
16.55944,99.317
16.57611,99.314
16.59278,99.314
16.60944,99.313
16.62611,99.312
16.64278,99.31
16.65944,99.307
16.67611,99.307
16.69278,99.307
16.70944,99.306
16.72611,99.305
16.74278,99.304
16.75944,99.304
16.77611,99.301
16.79278,99.301
16.80944,99.299
16.82611,99.297
16.84278,99.295
16.85944,99.292
16.87611,99.291
16.89278,99.291
16.90944,99.291
16.92611,99.29
16.94278,99.289
16.95944,99.287
16.97611,99.285
16.99278,99.285
17.00944,99.286
17.02611,99.285
17.04278,99.287
17.05944,99.287
17.07611,99.285
17.09278,99.285
17.10944,99.283
17.12611,99.282
17.14278,99.281
17.15944,99.28
17.17611,99.28
17.19278,99.28
17.20944,99.278
17.22611,99.279
17.24278,99.279
17.25944,99.278
17.27611,99.276
17.29278,99.275
17.30944,99.273
17.32611,99.274
17.34278,99.271
17.35944,99.274
17.37611,99.274
17.39278,99.274
17.40944,99.273
17.42611,99.272
17.44278,99.271
17.45944,99.269
17.47611,99.268
17.49278,99.265
17.50944,99.263
17.52611,99.261
17.54278,99.261
17.55944,99.259
17.57611,99.258
17.59278,99.258
17.60944,99.259
17.62611,99.259
17.64278,99.258
17.65944,99.257
17.67611,99.255
17.69278,99.255
17.70944,99.253
17.72611,99.254
17.74278,99.256
17.75944,99.257
17.77611,99.257
17.79278,99.255
17.80944,99.255
17.82611,99.255
17.84278,99.256
17.85944,99.257
17.87611,99.257
17.89278,99.256
17.90944,99.256
17.92611,99.255
17.94278,99.255
17.95944,99.255
17.97611,99.254
17.99278,99.253
18.00944,99.252
18.02611,99.251
18.04278,99.245
18.05944,99.24
18.07611,99.242
18.09278,99.243
18.10944,99.245
18.12611,99.245
18.14278,99.245
18.15944,99.243
18.17611,99.241
18.19278,99.238
18.20944,99.234
18.22611,99.233
18.24278,99.233
18.25944,99.233
18.27611,99.234
18.29278,99.234
18.30944,99.231
18.32611,99.23
18.34278,99.228
18.35944,99.227
18.37611,99.225
18.39278,99.224
18.40944,99.221
18.42611,99.222
18.44278,99.22
18.45944,99.219
18.47611,99.219
18.49278,99.218
18.50944,99.217
18.52611,99.216
18.54278,99.215
18.55944,99.214
18.57611,99.216
18.59278,99.216
18.60944,99.216
18.62611,99.216
18.64278,99.216
18.65944,99.217
18.67611,99.216
18.69278,99.217
18.70944,99.216
18.72611,99.214
18.74278,99.215
18.75944,99.216
18.77611,99.215
18.79278,99.215
18.80944,99.214
18.82611,99.213
18.84278,99.215
18.85944,99.217
18.87611,99.218
18.89278,99.218
18.90944,99.216
18.92611,99.214
18.94278,99.211
18.95944,99.208
18.97611,99.205
18.99278,99.205
19.00944,99.203
19.02611,99.202
19.04278,99.201
19.05944,99.201
19.07611,99.198
19.09278,99.197
19.10944,99.196
19.12611,99.195
19.14278,99.195
19.15944,99.194
19.17611,99.196
19.19278,99.194
19.20944,99.193
19.22611,99.192
19.24278,99.192
19.25944,99.191
19.27611,99.188
19.29278,99.187
19.30944,99.186
19.32611,99.187
19.34278,99.183
19.35944,99.183
19.37611,99.183
19.39278,99.182
19.40944,99.181
19.42611,99.178
19.44278,99.176
19.45944,99.175
19.47611,99.173
19.49278,99.171
19.50944,99.17
19.52611,99.168
19.54278,99.166
19.55944,99.164
19.57611,99.165
19.59278,99.165
19.60944,99.164
19.62611,99.164
19.64278,99.163
19.65944,99.165
19.67611,99.165
19.69278,99.165
19.70944,99.165
19.72611,99.166
19.74278,99.166
19.75944,99.168
19.77611,99.168
19.79278,99.171
19.80944,99.171
19.82611,99.17
19.84278,99.171
19.85944,99.17
19.87611,99.169
19.89278,99.168
19.90944,99.165
19.92611,99.163
19.94278,99.162
19.95944,99.159
19.97611,99.159
19.99278,99.161
20.00944,99.161
20.02611,99.163
20.04278,99.163
20.05944,99.164
20.07611,99.163
20.09278,99.164
20.10944,99.164
20.12611,99.165
20.14278,99.164
20.15944,99.162
20.17611,99.161
20.19278,99.161
20.20944,99.163
20.22611,99.165
20.24278,99.166
20.25944,99.167
20.27611,99.168
20.29278,99.169
20.30944,99.171
20.32611,99.171
20.34278,99.173
20.35944,99.173
20.37611,99.172
20.39278,99.172
20.40944,99.174
20.42611,99.173
20.44278,99.171
20.45944,99.174
20.47611,99.173
20.49278,99.17
20.50944,99.171
20.52611,99.17
20.54278,99.171
20.55944,99.173
20.57611,99.175
20.59278,99.176
20.60944,99.18
20.62611,99.181
20.64278,99.184
20.65944,99.187
20.67611,99.189
20.69278,99.19
20.70944,99.193
20.72611,99.194
20.74278,99.195
20.75944,99.196
20.77611,99.199
20.79278,99.20400000000001
20.80944,99.209
20.82611,99.21
20.84278,99.21
20.85944,99.21
20.87611,99.21
20.89278,99.21
20.90944,99.211
20.92611,99.212
20.94278,99.213
20.95944,99.214
20.97611,99.216
20.99278,99.218
21.00944,99.219
21.02611,99.218
21.04278,99.218
21.05944,99.22
21.07611,99.219
21.09278,99.22
21.10944,99.219
21.12611,99.22
21.14278,99.222
21.15944,99.225
21.17611,99.225
21.19278,99.225
21.20944,99.228
21.22611,99.229
21.24278,99.23
21.25944,99.228
21.27611,99.229
21.29278,99.23
21.30944,99.231
21.32611,99.233
21.34278,99.235
21.35944,99.237
21.37611,99.238
21.39278,99.24
21.40944,99.24
21.42611,99.239
21.44278,99.239
21.45944,99.239
21.47611,99.238
21.49278,99.238
21.50944,99.236
21.52611,99.236
21.54278,99.24
21.55944,99.241
21.57611,99.243
21.59278,99.246
21.60944,99.249
21.62611,99.252
21.64278,99.256
21.65944,99.257
21.67611,99.259
21.69278,99.261
21.70944,99.261
21.72611,99.261
21.74278,99.259
21.75944,99.259
21.77611,99.259
21.79278,99.258
21.80944,99.258
21.82611,99.258
21.84278,99.259
21.85944,99.261
21.87611,99.263
21.89278,99.265
21.90944,99.265
21.92611,99.264
21.94278,99.264
21.95944,99.264
21.97611,99.265
21.99278,99.266
22.00944,99.266
22.02611,99.266
22.04278,99.269
22.05944,99.272
22.07611,99.274
22.09278,99.276
22.10944,99.277
22.12611,99.277
22.14278,99.276
22.15944,99.276
22.17611,99.274
22.19278,99.271
22.20944,99.2695
22.22611,99.269
22.24278,99.268
22.25944,99.269
22.27611,99.272
22.29278,99.275
22.30944,99.276
22.32611,99.278
22.34278,99.279
22.35944,99.2795
22.37611,
22.39278,
22.40944,
22.42611,
22.44278,
22.45944,
22.47611,
22.49278,99.28
22.50944,99.2842
22.52611,99.276
22.54278,99.279
22.55944,99.278
22.57611,99.279
22.59278,99.284
22.60944,99.284
22.62611,99.287
22.64278,99.293
22.65944,99.293
22.67611,99.295
22.69278,99.301
22.70944,99.304
22.72611,99.306
22.74278,99.306
22.75944,99.31
22.77611,99.311
22.79278,99.312
22.80944,99.314
22.82611,99.315
22.84278,99.316
22.85944,99.316
22.87611,99.315
22.89278,99.316
22.90944,99.318
22.92611,99.318
22.94278,99.317
22.95944,99.319
22.97611,99.323
22.99278,99.326
23.00944,99.328
23.02611,99.331
23.04278,99.332
23.05944,99.334
23.07611,99.337
23.09278,99.339
23.10944,99.339
23.12611,99.341
23.14278,99.343
23.15944,99.344
23.17611,99.346
23.19278,99.346
23.20944,99.346
23.22611,99.344
23.24278,99.344
23.25944,99.343
23.27611,99.346
23.29278,99.345
23.30944,99.344
23.32611,99.343
23.34278,99.342
23.35944,99.343
23.37611,99.343
23.39278,99.342
23.40944,99.343
23.42611,99.344
23.44278,99.344
23.45944,99.347
23.47611,99.35
23.49278,99.352
23.50944,99.354
23.52611,99.357
23.54278,99.357
23.55944,99.358
23.57611,99.36
23.59278,99.36
23.60944,99.36
23.62611,99.364
23.64278,99.365
23.65944,99.367
23.67611,99.371
23.69278,99.373
23.70944,99.375
23.72611,99.379
23.74278,99.38
23.75944,99.384
23.77611,99.382
23.79278,99.382
23.80944,99.383
23.82611,99.385
23.84278,99.386
23.85944,99.386
23.87611,99.385
23.89278,99.388
23.90944,99.39
23.92611,99.39
23.94278,99.389
23.95944,99.388
23.97611,99.389
23.99278,99.388
24.00944,99.389
24.02611,99.39099999999999
24.04278,99.396
24.05944,99.399
24.07611,99.4
24.09278,99.399
24.10944,99.398
24.12611,99.396
24.14278,99.391
24.15944,99.39
24.17611,99.387
24.19278,99.386
24.20944,99.386
24.22611,99.388
24.24278,99.392
24.25944,99.394
24.27611,99.396
24.29278,99.399
24.30944,99.401
24.32611,99.405
24.34278,99.407
24.35944,99.409
24.37611,99.408
24.39278,99.407
24.40944,99.407
24.42611,99.405
24.44278,99.402
24.45944,99.399
24.47611,99.395
24.49278,99.393
24.50944,99.39
24.52611,99.387
24.54278,99.387
24.55944,99.386
24.57611,99.388
24.59278,99.392
24.60944,99.396
24.62611,99.398
24.64278,99.4
24.65944,99.402
24.67611,99.402
24.69278,99.4
24.70944,99.398
24.72611,99.399
24.74278,99.4
24.75944,99.401
24.77611,99.404
24.79278,99.404
24.80944,99.407
24.82611,99.407
24.84278,99.409
24.85944,99.409
24.87611,99.411
24.89278,99.412
24.90944,99.414
24.92611,99.416
24.94278,99.417
24.95944,99.421
24.97611,99.421
24.99278,99.422
25.00944,99.422
25.02611,99.421
25.04278,99.42
25.05944,99.419
25.07611,99.418
25.09278,99.416
25.10944,99.413
25.12611,99.411
25.14278,99.41
25.15944,99.408
25.17611,99.407
25.19278,99.406
25.20944,99.404
25.22611,99.402
25.24278,99.402
25.25944,99.4
25.27611,99.399
25.29278,99.396
25.30944,99.396
25.32611,99.397
25.34278,99.396
25.35944,99.396
25.37611,99.395
25.39278,99.393
25.40944,99.391
25.42611,99.39
25.44278,99.387
25.45944,99.384
25.47611,99.384
25.49278,99.381
25.50944,99.379
25.52611,99.375
25.54278,99.374
25.55944,99.373
25.57611,99.373
25.59278,99.373
25.60944,99.374
25.62611,99.374
25.64278,99.375
25.65944,99.377
25.67611,99.378
25.69278,99.375
25.70944,99.374
25.72611,99.372
25.74278,99.371
25.75944,99.37
25.77611,99.368
25.79278,99.369
