device,2102-NS32-0704-AA5O
1.76778,98.979
1.78444,98.981
1.80111,98.983
1.81778,98.984
1.83444,98.985
1.85111,98.985
1.86778,98.985
1.88444,98.986
1.90111,98.988
1.91778,98.99
1.93444,98.99
1.95111,98.99
1.96778,98.992
1.98444,98.991
2.00111,98.994
2.01778,98.995
2.03444,98.996
2.05111,98.995
2.06778,98.995
2.08444,98.997
2.10111,98.998
2.11778,98.998
2.13444,98.998
2.15111,98.998
2.16778,99
2.18444,98.999
2.20111,98.999
2.21778,99
2.23444,99
2.25111,99.001
2.26778,99.003
2.28444,99.003
2.30111,99.005
2.31778,99.006
2.33444,99.007
2.35111,99.007
2.36778,99.006
2.38444,99.006
2.40111,99.004
2.41778,99.003
2.43444,99.002
2.45111,99.004
2.46778,99.007
2.48444,99.01
2.50111,99.01
2.51778,99.011
2.53444,99.011
2.55111,99.009
2.56778,99.01
2.58444,99.01
2.60111,99.01
2.61778,99.011
2.63444,99.009
2.65111,99.009
2.66778,99.009
2.68444,99.01
2.70111,99.012
2.71778,99.013
2.73444,99.015
2.75111,99.017
2.76778,99.016
2.78444,99.015
2.80111,99.016
2.81778,99.017
2.83444,99.016
2.85111,99.014
2.86778,99.014
2.88444,99.015
2.90111,99.014
2.91778,99.016
2.93444,99.016
2.95111,99.016
2.96778,99.015
2.98444,99.013
3.00111,99.012
3.01778,99.011
3.03444,99.01
3.05111,99.01
3.06778,99.009
3.08444,99.009
3.10111,99.009
3.11778,99.009
3.13444,99.009
3.15111,99.008
3.16778,99.007
3.18444,99.007
3.20111,99.006
3.21778,99.008
3.23444,99.009
3.25111,99.008
3.26778,99.008
3.28444,99.007
3.30111,99.006
3.31778,99.004
3.33444,99.003
3.35111,99.003
3.36778,99.005
3.38444,99.007
3.40111,99.008
3.41778,99.009
3.43444,99.008
3.45111,99.007
3.46778,99.004
3.48444,99.001
3.50111,98.999
3.51778,98.997
3.53444,98.998
3.55111,98.999
3.56778,98.999
3.58444,98.999
3.60111,99
3.61778,99
3.63444,98.999
3.65111,98.997
3.66778,98.996
3.68444,98.996
3.70111,98.997
3.71778,98.998
3.73444,98.998
3.75111,98.996
3.76778,98.997
3.78444,98.995
3.80111,98.996
3.81778,98.999
3.83444,99
3.85111,99.002
3.86778,99.003
3.88444,99.002
3.90111,99.002
3.91778,99.002
3.93444,99.002
3.95111,99.001
3.96778,99.004
3.98444,99.003
4.00111,99.004
4.01778,99.002
4.03444,98.999
4.05111,98.998
4.06778,98.998
4.08444,98.996
4.10111,98.996
4.11778,98.996
4.13444,98.997
4.15111,98.997
4.16778,98.998
4.18444,98.999
4.20111,98.999
4.21778,98.999
4.23444,98.998
4.25111,98.996
4.26778,98.996
4.28444,98.994
4.30111,98.994
4.31778,98.991
4.33444,98.987
4.35111,98.988
4.36778,98.987
4.38444,98.986
4.40111,98.986
4.41778,98.986
4.43444,98.987
4.45111,98.988
4.46778,98.99
4.48444,98.99
4.50111,98.992
4.51778,98.991
4.53444,98.993
4.55111,98.994
4.56778,98.996
4.58444,98.997
4.60111,98.997
4.61778,98.999
4.63444,98.999
4.65111,98.999
4.66778,98.998
4.68444,98.996
4.70111,98.995
4.71778,98.993
4.73444,98.991
4.75111,98.991
4.76778,98.991
4.78444,98.992
4.80111,98.991
4.81778,98.99
4.83444,98.99
4.85111,98.989
4.86778,98.988
4.88444,98.989
4.90111,98.989
4.91778,98.986
4.93444,98.983
4.95111,98.9815
4.96778,98.982
4.98444,98.982
5.00111,98.982
5.01778,98.982
5.03444,98.982
5.05111,98.981
5.06778,98.982
5.08444,98.983
5.10111,98.983
5.11778,98.983
5.13444,98.982
5.15111,98.98
5.16778,98.979
5.18444,98.977
5.20111,98.975
5.21778,98.976
5.23444,98.977
5.25111,98.977
5.26778,98.977
5.28444,98.977
5.30111,98.976
5.31778,98.977
5.33444,98.978
5.35111,98.976
5.36778,98.975
5.38444,98.972
5.40111,98.972
5.41778,98.97
5.43444,98.969
5.45111,98.968
5.46778,98.969
5.48444,98.969
5.50111,98.969
5.51778,98.969
5.53444,98.968
5.55111,98.965
5.56778,98.964
5.58444,98.962
5.60111,98.96
5.61778,98.961
5.63444,98.959
5.65111,98.96
5.66778,98.958
5.68444,98.955
5.70111,98.954
5.71778,98.952
5.73444,98.952
5.75111,98.951
5.76778,98.953
5.78444,98.953
5.80111,98.952
5.81778,98.949
5.83444,98.952
5.85111,98.951
5.86778,98.951
5.88444,98.95
5.90111,98.948
5.91778,98.947
5.93444,98.948
5.95111,98.947
5.96778,98.947
5.98444,98.947
6.00111,98.947
6.01778,98.95
6.03444,98.953
6.05111,98.953
6.06778,98.955
6.08444,98.954
6.10111,98.955
6.11778,98.958
6.13444,98.959
6.15111,98.96
6.16778,98.961
6.18444,98.96
6.20111,98.961
6.21778,98.962
6.23444,98.963
6.25111,98.962
6.26778,98.963
6.28444,98.963
6.30111,98.963
6.31778,98.965
6.33444,98.963
6.35111,98.963
6.36778,98.963
6.38444,98.961
6.40111,98.962
6.41778,98.963
6.43444,98.965
6.45111,98.966
6.46778,98.966
6.48444,98.969
6.50111,98.97
6.51778,98.969
6.53444,98.969
6.55111,98.97
6.56778,98.971
6.58444,98.971
6.60111,98.971
6.61778,98.971
6.63444,98.969
6.65111,98.97
6.66778,98.971
6.68444,98.971
6.70111,98.972
6.71778,98.972
6.73444,98.973
6.75111,98.975
6.76778,98.975
6.78444,98.973
6.80111,98.973
6.81778,98.972
6.83444,98.972
6.85111,98.973
6.86778,98.974
6.88444,98.976
6.90111,98.976
6.91778,98.977
6.93444,98.978
6.95111,98.978
6.96778,98.979
6.98444,98.982
7.00111,98.985
7.01778,98.987
7.03444,98.985
7.05111,98.987
7.06778,98.988
7.08444,98.986
7.10111,98.984
7.11778,98.983
7.13444,98.982
7.15111,98.982
7.16778,98.983
7.18444,98.985
7.20111,98.986
7.21778,98.986
7.23444,98.986
7.25111,98.986
7.26778,98.989
7.28444,98.988
7.30111,98.987
7.31778,98.988
7.33444,98.991
7.35111,98.991
7.36778,98.992
7.38444,98.993
7.40111,98.994
7.41778,98.995
7.43444,98.996
7.45111,98.997
7.46778,98.997
7.48444,98.995
7.50111,98.996
7.51778,98.996
7.53444,98.993
7.55111,98.994
7.56778,98.994
7.58444,98.994
7.60111,98.996
7.61778,98.997
7.63444,98.996
7.65111,98.995
7.66778,98.994
7.68444,98.994
7.70111,98.996
7.71778,98.998
7.73444,98.998
7.75111,98.999
7.76778,99.001
7.78444,99.004
7.80111,99.006
7.81778,99.005
7.83444,99.006
7.85111,99.005
7.86778,99.006
7.88444,99.006
7.90111,99.006
7.91778,99.005
7.93444,99.003
7.95111,99.002
7.96778,99.004
7.98444,99.004
8.00111,99.003
8.01778,99.003
8.03444,99.001
8.05111,99.001
8.06778,98.998
8.08444,98.995
8.10111,98.995
8.11778,98.994
8.13444,98.992
8.15111,98.99
8.16778,98.988
8.18444,98.986
8.20111,98.986
8.21778,98.987
8.23444,98.987
8.25111,98.99
8.26778,98.99
8.28444,98.993
8.30111,98.993
8.31778,98.992
8.33444,98.993
8.35111,98.994
8.36778,98.996
8.38444,98.996
8.40111,99
8.41778,99.001
8.43444,99.003
8.45111,99.002
8.46778,99.003
8.48444,99.003
8.50111,99.004
8.51778,99.005
8.53444,99.005
8.55111,99.003
8.56778,99.003
8.58444,99.003
8.60111,99.003
8.61778,99.003
8.63444,99.0025
8.65111,99.001
8.66778,99.002
8.68444,99.002
8.70111,99.003
8.71778,99.003
8.73444,99.002
8.75111,99.002
8.76778,99.004
8.78444,99.003
8.80111,99.002
8.81778,99.002
8.83444,99.003
8.85111,99.002
8.86778,99.002
8.88444,99.002
8.90111,99.002
8.91778,99.001
8.93444,99
8.95111,98.999
8.96778,98.998
8.98444,98.999
9.00111,98.999
9.01778,98.999
9.03444,99.001
9.05111,99
9.06778,99
9.08444,99.003
9.10111,99.004
9.11778,99.004
9.13444,99.004
9.15111,99.003
9.16778,99.004
9.18444,99.003
9.20111,99.002
9.21778,99.002
9.23444,99
9.25111,99.001
9.26778,99.002
9.28444,99.002
9.30111,99.001
9.31778,99.001
9.33444,99.001
9.35111,99.002
9.36778,99.001
9.38444,99.003
9.40111,99.002
9.41778,99.004
9.43444,99.004
9.45111,99.004
9.46778,99.007
9.48444,99.007
9.50111,99.007
9.51778,99.007
9.53444,99.009
9.55111,99.009
9.56778,99.009
9.58444,99.012
9.60111,99.01
9.61778,99.01
9.63444,99.011
9.65111,99.011
9.66778,99.012
9.68444,99.014
9.70111,99.013
9.71778,99.013
9.73444,99.014
9.75111,99.016
9.76778,99.018
9.78444,99.02
9.80111,99.02
9.81778,99.021
9.83444,99.021
9.85111,99.02
9.86778,99.019
9.88444,99.019
9.90111,99.019
9.91778,99.02
9.93444,99.021
9.95111,99.022
9.96778,99.023
9.98444,99.024
10.00111,99.025
10.01778,99.026
10.03444,99.027
10.05111,99.028
10.06778,99.029
10.08444,99.03
10.10111,99.03
10.11778,99.031
10.13444,99.032
10.15111,99.031
10.16778,99.032
10.18444,99.033
10.20111,99.035
10.21778,99.037
10.23444,99.039
10.25111,99.04
10.26778,99.039
10.28444,99.042
10.30111,99.044
10.31778,99.043
10.33444,99.043
10.35111,99.043
10.36778,99.045
10.38444,99.045
10.40111,99.046
10.41778,99.046
10.43444,99.047
10.45111,99.048
10.46778,99.047
10.48444,99.048
10.50111,99.048
10.51778,99.047
10.53444,99.047
10.55111,99.047
10.56778,99.047
10.58444,99.047
10.60111,99.049
10.61778,99.049
10.63444,99.051
10.65111,99.051
10.66778,99.05
10.68444,99.052
10.70111,99.052
10.71778,99.05
10.73444,99.049
10.75111,99.05
10.76778,99.051
10.78444,99.049
10.80111,99.051
10.81778,99.053
10.83444,99.053
10.85111,99.054
10.86778,99.056
10.88444,99.056
10.90111,99.055
10.91778,99.053
10.93444,99.052
10.95111,99.051
10.96778,99.052
10.98444,99.051
11.00111,99.052
11.01778,99.054
11.03444,99.054
11.05111,99.055
11.06778,99.056
11.08444,99.058
11.10111,99.058
11.11778,99.06
11.13444,99.06
11.15111,99.062
11.16778,99.063
11.18444,99.064
11.20111,99.065
11.21778,99.066
11.23444,99.067
11.25111,99.068
11.26778,99.068
11.28444,99.068
11.30111,99.068
11.31778,99.067
11.33444,99.065
11.35111,99.065
11.36778,99.066
11.38444,99.067
11.40111,99.066
11.41778,99.069
11.43444,99.069
11.45111,99.07
11.46778,99.071
11.48444,99.074
11.50111,99.076
11.51778,99.076
11.53444,99.078
11.55111,99.079
11.56778,99.08
11.58444,99.08
11.60111,99.08
11.61778,99.08
11.63444,99.081
11.65111,99.08
11.66778,99.079
11.68444,99.081
11.70111,99.081
11.71778,99.083
11.73444,99.084
11.75111,99.083
11.76778,99.084
11.78444,99.084
11.80111,99.085
11.81778,99.086
11.83444,99.087
11.85111,99.089
11.86778,99.088
11.88444,99.089
11.90111,99.091
11.91778,99.092
11.93444,99.096
11.95111,99.096
11.96778,99.096
11.98444,99.098
12.00111,99.097
12.01778,99.098
12.03444,99.097
12.05111,99.098
12.06778,99.097
12.08444,99.098
12.10111,99.098
12.11778,99.099
12.13444,99.097
12.15111,99.098
12.16778,99.098
12.18444,99.099
12.20111,99.097
12.21778,99.098
12.23444,99.099
12.25111,99.097
12.26778,99.097
12.28444,99.097
12.30111,99.097
12.31778,99.098
12.33444,99.1
12.35111,99.099
12.36778,99.099
12.38444,99.099
12.40111,99.099
12.41778,99.096
12.43444,99.096
12.45111,99.095
12.46778,99.094
12.48444,99.093
12.50111,99.094
12.51778,99.094
12.53444,99.097
12.55111,99.099
12.56778,99.099
12.58444,99.101
12.60111,99.102
12.61778,99.103
12.63444,99.102
12.65111,99.102
12.66778,99.102
12.68444,99.101
12.70111,99.102
12.71778,99.1
12.73444,99.099
12.75111,99.102
12.76778,99.101
12.78444,99.105
12.80111,99.104
12.81778,99.106
12.83444,99.107
12.85111,99.106
12.86778,99.109
12.88444,99.107
12.90111,99.107
12.91778,99.107
12.93444,99.108
12.95111,99.109
12.96778,99.11
12.98444,99.111
13.00111,99.113
13.01778,99.115
13.03444,99.115
13.05111,99.115
13.06778,99.116
13.08444,99.116
13.10111,99.114
13.11778,99.114
13.13444,99.114
13.15111,99.115
13.16778,99.116
13.18444,99.117
13.20111,99.116
13.21778,99.117
13.23444,99.119
13.25111,99.119
13.26778,99.12
13.28444,99.12
13.30111,99.121
13.31778,99.122
13.33444,99.124
13.35111,99.124
13.36778,99.124
13.38444,99.124
13.40111,99.127
13.41778,99.128
13.43444,99.128
13.45111,99.13
13.46778,99.132
13.48444,99.133
13.50111,99.134
13.51778,99.134
13.53444,99.133
13.55111,99.132
13.56778,99.131
13.58444,99.128
13.60111,99.13
13.61778,99.131
13.63444,99.133
13.65111,99.1365
13.66778,99.135
13.68444,99.13650000000001
13.70111,99.136
13.71778,99.135
13.73444,99.136
13.75111,99.133
13.76778,99.134
13.78444,99.134
13.80111,99.134
13.81778,99.134
13.83444,99.133
13.85111,99.133
13.86778,99.134
13.88444,99.134
13.90111,99.136
13.91778,99.136
13.93444,99.139
13.95111,99.14
13.96778,99.14
13.98444,99.137
14.00111,99.137
14.01778,99.137
14.03444,99.135
14.05111,99.137
14.06778,99.136
14.08444,99.136
14.10111,99.133
14.11778,99.136
14.13444,99.136
14.15111,99.135
14.16778,99.136
14.18444,99.139
14.20111,99.139
14.21778,99.14
14.23444,99.141
14.25111,99.142
14.26778,99.14
14.28444,99.139
14.30111,99.143
14.31778,99.141
14.33444,99.1425
14.35111,99.143
14.36778,99.143
14.38444,99.142
14.40111,99.144
14.41778,99.14
14.43444,99.136
14.45111,99.136
14.46778,99.135
14.48444,99.133
14.50111,99.132
14.51778,99.13
14.53444,99.13
14.55111,99.129
14.56778,99.13
14.58444,99.132
14.60111,99.132
14.61778,99.132
14.63444,99.13
14.65111,99.13
14.66778,99.131
14.68444,99.131
14.70111,99.13
14.71778,99.128
14.73444,99.127
14.75111,99.129
14.76778,99.128
14.78444,99.128
14.80111,99.129
14.81778,99.128
14.83444,99.13
14.85111,99.131
14.86778,99.132
14.88444,99.131
14.90111,99.129
14.91778,99.127
14.93444,99.126
14.95111,99.125
14.96778,99.123
14.98444,99.123
15.00111,99.122
15.01778,99.121
15.03444,99.122
15.05111,99.118
15.06778,99.117
15.08444,99.119
15.10111,99.119
15.11778,99.117
15.13444,99.116
15.15111,99.115
15.16778,99.113
15.18444,99.114
15.20111,99.112
15.21778,99.112
15.23444,99.111
15.25111,99.112
15.26778,99.111
15.28444,99.11
15.30111,99.109
15.31778,99.111
15.33444,99.112
15.35111,99.111
15.36778,99.111
15.38444,99.107
15.40111,99.107
15.41778,99.107
15.43444,99.107
15.45111,99.104
15.46778,99.104
15.48444,99.105
15.50111,99.103
15.51778,99.102
15.53444,99.098
15.55111,99.097
15.56778,99.097
15.58444,99.096
15.60111,99.094
15.61778,99.094
15.63444,99.095
15.65111,99.094
15.66778,99.095
15.68444,99.093
15.70111,99.093
15.71778,99.093
15.73444,99.092
15.75111,99.091
15.76778,99.089
15.78444,99.092
15.80111,99.089
15.81778,99.088
15.83444,99.086
15.85111,99.085
15.86778,99.084
15.88444,99.084
15.90111,99.083
15.91778,99.083
15.93444,99.082
15.95111,99.081
15.96778,99.081
15.98444,99.081
16.00111,99.079
16.01778,99.076
16.03444,99.074
16.05111,99.071
16.06778,99.069
16.08444,99.069
16.10111,99.066
16.11778,99.066
16.13444,99.064
16.15111,99.063
16.16778,99.062
16.18444,99.061
16.20111,99.06
16.21778,99.058
16.23444,99.056
16.25111,99.056
16.26778,99.053
16.28444,99.055
16.30111,99.055
16.31778,99.055
16.33444,99.055
16.35111,99.055
16.36778,99.055
16.38444,99.054
16.40111,99.054
16.41778,99.054
16.43444,99.052
16.45111,99.051
16.46778,99.051
16.48444,99.053
16.50111,99.055
16.51778,99.05
16.53444,99.05
16.55111,99.049
16.56778,99.048
16.58444,99.045
16.60111,99.045
16.61778,99.045
16.63444,99.043
16.65111,99.041
16.66778,99.041
16.68444,99.04
16.70111,99.04
16.71778,99.04
16.73444,99.04
16.75111,99.041
16.76778,99.041
16.78444,99.043
16.80111,99.042
16.81778,99.042
16.83444,99.04
16.85111,99.04
16.86778,99.037
16.88444,99.039
16.90111,99.036
16.91778,99.036
16.93444,99.038
16.95111,99.037
16.96778,99.039
16.98444,99.041
17.00111,99.042
17.01778,99.043
17.03444,99.044
17.05111,99.045
17.06778,99.047
17.08444,99.047
17.10111,99.047
17.11778,99.046
17.13444,99.045
17.15111,99.043
17.16778,99.041
17.18444,99.039
17.20111,99.038
17.21778,99.037
17.23444,99.036
17.25111,99.037
17.26778,99.035
17.28444,99.033
17.30111,99.032
17.31778,99.03
17.33444,99.029
17.35111,99.027
17.36778,99.025
17.38444,99.027
17.40111,99.024
17.41778,99.025
17.43444,99.023
17.45111,99.02
17.46778,99.02
17.48444,99.022
17.50111,99.023
17.51778,99.024
17.53444,99.026
17.55111,99.027
17.56778,99.026
17.58444,99.024
17.60111,99.025
17.61778,99.023
17.63444,99.024
17.65111,99.024
17.66778,99.026
17.68444,99.025
17.70111,99.025
17.71778,99.025
17.73444,99.025
17.75111,99.025
17.76778,99.024
17.78444,99.022
17.80111,99.02
17.81778,99.017
17.83444,99.016
17.85111,99.015
17.86778,99.016
17.88444,99.016
17.90111,99.014
17.91778,99.017
17.93444,99.013
17.95111,99.011
17.96778,99.012
17.98444,99.012
18.00111,99.009
18.01778,99.006
18.03444,99.005
18.05111,99.003
18.06778,99.002
18.08444,99.003
18.10111,99.006
18.11778,99.004
18.13444,99.003
18.15111,99.002
18.16778,99.002
18.18444,99.002
18.20111,99.002
18.21778,98.99799999999999
18.23444,98.995
18.25111,98.993
18.26778,98.993
18.28444,98.992
18.30111,98.993
18.31778,98.991
18.33444,98.987
18.35111,98.986
18.36778,98.987
18.38444,98.988
18.40111,98.987
18.41778,98.983
18.43444,98.984
18.45111,98.982
18.46778,98.982
18.48444,98.981
18.50111,98.979
18.51778,98.977
18.53444,98.974
18.55111,98.98
18.56778,98.972
18.58444,98.97
18.60111,98.968
18.61778,98.97
18.63444,98.97
18.65111,98.969
18.66778,98.9685
18.68444,98.97
18.70111,
18.71778,
18.73444,
18.75111,
18.76778,
18.78444,
18.80111,
18.81778,
18.83444,
18.85111,
18.86778,98.952
18.88444,98.95066666666666
18.90111,98.944
18.91778,98.942
18.93444,98.94
18.95111,98.941
18.96778,98.94
18.98444,98.936
19.00111,98.937
19.01778,98.935
19.03444,98.936
19.05111,98.935
19.06778,98.933
19.08444,98.928
19.10111,98.926
19.11778,98.92349999999999
19.13444,98.921
19.15111,98.923
19.16778,98.922
19.18444,98.92
19.20111,98.917
19.21778,98.919
19.23444,98.92
19.25111,98.919
19.26778,98.917
19.28444,98.917
19.30111,98.915
19.31778,98.913
19.33444,98.908
19.35111,98.905
19.36778,98.907
19.38444,98.908
19.40111,98.908
19.41778,98.908
19.43444,98.906
19.45111,98.904
19.46778,98.905
19.48444,98.901
19.50111,98.899
19.51778,98.896
19.53444,98.893
19.55111,98.893
19.56778,98.893
19.58444,98.891
19.60111,98.89
19.61778,98.89
19.63444,98.888
19.65111,98.888
19.66778,98.888
19.68444,98.888
19.70111,98.885
19.71778,98.885
19.73444,98.887
19.75111,98.889
19.76778,98.88749999999999
19.78444,98.885
19.80111,98.886
19.81778,98.885
19.83444,98.883
19.85111,98.881
19.86778,98.877
19.88444,98.878
19.90111,98.871
19.91778,98.868
19.93444,98.87
19.95111,98.874
19.96778,98.875
19.98444,98.875
20.00111,98.873
20.01778,98.874
20.03444,98.872
20.05111,98.871
20.06778,98.871
20.08444,98.867
20.10111,98.867
20.11778,98.868
20.13444,98.868
20.15111,98.866
20.16778,98.865
20.18444,98.864
20.20111,98.866
20.21778,98.866
20.23444,98.866
20.25111,98.867
20.26778,98.8685
20.28444,98.869
20.30111,98.87
20.31778,98.869
20.33444,98.869
20.35111,98.868
20.36778,98.87
20.38444,98.871
20.40111,98.869
20.41778,98.869
20.43444,98.868
20.45111,98.868
20.46778,98.868
20.48444,98.868
20.50111,98.868
20.51778,98.868
20.53444,98.869
20.55111,98.872
20.56778,98.871
20.58444,98.87
20.60111,98.87
20.61778,98.869
20.63444,98.866
20.65111,98.864
20.66778,98.862
20.68444,98.861
20.70111,98.86
20.71778,98.861
20.73444,98.86
20.75111,98.86
20.76778,98.858
20.78444,98.859
20.80111,98.862
20.81778,98.864
20.83444,98.865
20.85111,98.865
20.86778,98.867
20.88444,98.867
20.90111,98.868
20.91778,98.87
20.93444,98.87
20.95111,98.869
20.96778,98.869
20.98444,98.867
21.00111,98.867
21.01778,98.868
21.03444,98.869
21.05111,98.869
21.06778,98.871
21.08444,98.871
21.10111,98.871
21.11778,98.872
21.13444,98.869
21.15111,98.867
21.16778,98.869
21.18444,98.868
21.20111,98.87
21.21778,98.871
21.23444,98.872
21.25111,98.871
21.26778,98.87
21.28444,98.871
21.30111,98.872
21.31778,98.871
21.33444,98.871
21.35111,98.871
21.36778,98.872
21.38444,98.871
21.40111,98.872
21.41778,98.871
21.43444,98.872
21.45111,98.871
21.46778,98.873
21.48444,98.873
21.50111,98.873
21.51778,98.874
21.53444,98.874
21.55111,98.872
21.56778,98.872
21.58444,98.87
21.60111,98.869
21.61778,98.869
21.63444,98.87
21.65111,98.866
21.66778,98.864
21.68444,98.863
21.70111,98.863
21.71778,98.862
21.73444,98.862
21.75111,98.861
21.76778,98.862
21.78444,98.863
21.80111,98.862
21.81778,98.863
21.83444,98.863
21.85111,98.867
21.86778,98.867
21.88444,98.869
21.90111,98.87
21.91778,98.871
21.93444,98.872
21.95111,98.874
21.96778,98.875
21.98444,98.876
22.00111,98.874
22.01778,98.872
22.03444,98.873
22.05111,98.871
22.06778,98.871
22.08444,98.871
22.10111,98.87
22.11778,98.875
22.13444,98.872
22.15111,98.873
22.16778,98.873
22.18444,98.873
22.20111,98.875
22.21778,98.876
22.23444,98.876
22.25111,98.875
22.26778,98.875
22.28444,98.876
22.30111,98.876
22.31778,98.874
22.33444,98.874
22.35111,98.876
22.36778,98.876
22.38444,98.877
22.40111,98.878
22.41778,98.881
22.43444,98.881
22.45111,98.882
22.46778,98.883
22.48444,98.884
22.50111,98.883
22.51778,98.883
22.53444,98.884
22.55111,98.886
22.56778,98.885
22.58444,98.884
22.60111,98.886
22.61778,98.886
22.63444,98.886
22.65111,98.886
22.66778,98.886
22.68444,98.883
22.70111,98.883
22.71778,98.883
22.73444,98.883
22.75111,98.885
22.76778,98.885
22.78444,98.887
22.80111,98.887
22.81778,98.886
22.83444,98.887
22.85111,98.886
22.86778,98.884
22.88444,98.886
22.90111,98.884
22.91778,98.884
22.93444,98.884
22.95111,98.885
22.96778,98.886
22.98444,98.888
23.00111,98.891
23.01778,98.894
23.03444,98.898
23.05111,98.898
23.06778,98.902
23.08444,98.902
23.10111,98.904
23.11778,98.905
23.13444,98.905
23.15111,98.905
23.16778,98.907
23.18444,98.909
23.20111,98.91
23.21778,98.909
23.23444,98.91
23.25111,98.909
23.26778,98.911
23.28444,98.909
23.30111,98.91
23.31778,98.913
23.33444,98.911
23.35111,98.913
23.36778,98.912
23.38444,98.912
23.40111,98.91
23.41778,98.913
23.43444,98.912
23.45111,98.914
23.46778,98.913
23.48444,98.915
23.50111,98.915
23.51778,98.917
23.53444,98.917
23.55111,98.921
23.56778,98.922
23.58444,98.922
23.60111,98.924
23.61778,98.923
23.63444,98.924
23.65111,98.926
23.66778,98.925
23.68444,98.925
23.70111,98.925
23.71778,98.926
23.73444,98.929
23.75111,98.932
23.76778,98.934
23.78444,98.936
23.80111,98.936
23.81778,98.939
23.83444,98.938
23.85111,98.937
23.86778,98.937
23.88444,98.937
23.90111,98.937
23.91778,98.94
23.93444,98.941
23.95111,98.941
23.96778,98.942
23.98444,98.938
24.00111,98.941
24.01778,98.941
24.03444,98.943
24.05111,98.943
24.06778,98.943
24.08444,98.944
24.10111,98.945
24.11778,98.944
24.13444,98.942
24.15111,98.942
24.16778,98.94
24.18444,98.941
24.20111,98.942
24.21778,98.944
24.23444,98.947
24.25111,98.948
24.26778,98.949
24.28444,98.952
24.30111,98.954
24.31778,98.956
24.33444,98.96
24.35111,98.961
24.36778,98.962
24.38444,98.963
24.40111,98.965
24.41778,98.965
24.43444,98.969
24.45111,98.971
24.46778,98.975
24.48444,98.977
24.50111,98.978
24.51778,98.979
24.53444,98.983
24.55111,98.986
24.56778,98.986
24.58444,98.987
24.60111,98.988
24.61778,98.988
24.63444,98.991
24.65111,98.992
24.66778,98.994
24.68444,98.994
24.70111,98.995
24.71778,98.996
24.73444,98.999
24.75111,98.998
24.76778,98.999
24.78444,98.999
24.80111,99
24.81778,99.001
24.83444,99
24.85111,98.998
24.86778,98.998
24.88444,98.996
24.90111,98.994
24.91778,98.994
24.93444,98.995
24.95111,98.996
24.96778,98.997
24.98444,98.997
25.00111,98.998
25.01778,99.001
25.03444,99.002
25.05111,99.005
25.06778,99.007
25.08444,99.008
25.10111,99.007
25.11778,99.008
25.13444,99.009
25.15111,99.01
25.16778,99.011
25.18444,99.011
25.20111,99.014
25.21778,99.014
25.23444,99.015
25.25111,99.013
25.26778,99.013
25.28444,99.012
25.30111,99.01
25.31778,99.008
25.33444,99.007
25.35111,99.006
25.36778,99.006
25.38444,99.006
25.40111,99.006
25.41778,99.006
25.43444,99.006
25.45111,99.007
25.46778,99.007
25.48444,99.006
25.50111,99.006
25.51778,99.006
25.53444,99.007
25.55111,99.008
25.56778,99.01
25.58444,99.01
25.60111,99.009
25.61778,99.009
25.63444,99.008
25.65111,99.007
25.66778,99.006
25.68444,99.006
25.70111,99.006
25.71778,99.008
25.73444,99.011
25.75111,99.011
25.76778,99.011
25.78444,99.011
25.80111,99.01
25.81778,99.01
25.83444,99.008
